pattern,n_features,features,source,n,n_jak2,n_not_jak2,n_jak1,n_nonselective,ppv_jak2,recall_jak2,baseline_jak2_fraction,jak2_enrichment,odds_ratio,fisher_p,beam_score,passes_reporting_filter,fdr_q,passes_fdr,random_holdout_pattern,random_holdout_n_features,random_holdout_subset,random_holdout_discovery_seed,random_holdout_n,random_holdout_n_jak2,random_holdout_n_not_jak2,random_holdout_n_jak1,random_holdout_n_nonselective,random_holdout_ppv_jak2,random_holdout_recall_jak2,random_holdout_baseline_jak2_fraction,random_holdout_jak2_enrichment,random_holdout_odds_ratio,random_holdout_fisher_p,random_holdout_discovery_n,random_holdout_discovery_jak2_enrichment,random_holdout_discovery_fisher_p,random_holdout_discovery_fdr_q,independent_validation_pattern,independent_validation_n_features,independent_validation_n,independent_validation_n_jak2,independent_validation_n_jak1,independent_validation_n_nonselective,independent_validation_n_not_jak2,independent_validation_ppv_jak2,independent_validation_recall_jak2,independent_validation_baseline_jak2_fraction,independent_validation_jak2_enrichment,independent_validation_odds_ratio,independent_validation_fisher_p,independent_validation_mean_delta_pKi_pattern,independent_validation_mean_delta_pKi_nonpattern,independent_validation_mean_delta_pKi_shift,independent_validation_median_delta_pKi_shift,independent_validation_mannwhitney_u,independent_validation_mannwhitney_p,scaffold_holdout_n,scaffold_holdout_n_jak2,scaffold_holdout_n_not_jak2,scaffold_holdout_n_jak1,scaffold_holdout_n_nonselective,scaffold_holdout_ppv_jak2,scaffold_holdout_recall_jak2,scaffold_holdout_baseline_jak2_fraction,scaffold_holdout_jak2_enrichment,scaffold_holdout_odds_ratio,scaffold_holdout_fisher_p,specificity_jak2_enrichment,jak1_enrichment,nonselective_enrichment,specificity_score,passes_specificity_threshold,stable_under_ablation,jak1_feature_overlap,generic_binder_red_flag
J1:ALA906 AND J1:ARG1007:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959 AND J1:VAL889:hydrophobic,5,J1:ALA906|J1:ARG1007:hydrophobic|J1:LEU881:hydrophobic|J1:LEU959|J1:VAL889:hydrophobic,beam_5,78,19,59,12,47,0.2435897435897435,0.1043956043956044,0.0449938195302843,5.413848971541279,7.515441405843818,6.66447684780944e-10,17.813306260715585,True,3.9378914985344954e-08,True,J1:ALA906 AND J1:ARG1007:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959 AND J1:VAL889:hydrophobic,5,holdout,42,26,10,16,2,14,0.3846153846153846,0.1282051282051282,0.0449826989619377,8.550295857988166,15.073529411764708,5.6421082226095844e-08,78,5.413848971541279,6.66447684780944e-10,3.9378914985344954e-08,J1:ALA906 AND J1:ARG1007:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959 AND J1:VAL889:hydrophobic,5,71,14,6,51,57,0.1971830985915492,0.0489510489510489,0.1025089605734767,1.9235693883581209,2.2096233230134157,0.0150839046559333,0.2115505695117323,-0.0062945596168723,0.2178451291286046,0.309178348796558,133001.5,3.302160528415939e-08,1,1,0,0,0,1.0,0.1666666666666666,0.0057142857142857,175.0,inf,0.0057142857142857,6.19789201183432,0.2776382254433646,1.247554570935138,4.968032786885246,True,True,,False
J1:ALA906 AND J1:ARG1007:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959 AND J1:VAL889,5,J1:ALA906|J1:ARG1007:hydrophobic|J1:LEU881:hydrophobic|J1:LEU959|J1:VAL889,beam_5,78,19,59,12,47,0.2435897435897435,0.1043956043956044,0.0449938195302843,5.413848971541279,7.515441405843818,6.66447684780944e-10,17.813306260715585,True,3.9378914985344954e-08,True,J1:ALA906 AND J1:ARG1007:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959 AND J1:VAL889,5,holdout,42,26,10,16,2,14,0.3846153846153846,0.1282051282051282,0.0449826989619377,8.550295857988166,15.073529411764708,5.6421082226095844e-08,78,5.413848971541279,6.66447684780944e-10,3.9378914985344954e-08,J1:ALA906 AND J1:ARG1007:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959 AND J1:VAL889,5,71,14,6,51,57,0.1971830985915492,0.0489510489510489,0.1025089605734767,1.9235693883581209,2.2096233230134157,0.0150839046559333,0.2115505695117323,-0.0062945596168723,0.2178451291286046,0.309178348796558,133001.5,3.302160528415939e-08,1,1,0,0,0,1.0,0.1666666666666666,0.0057142857142857,175.0,inf,0.0057142857142857,6.19789201183432,0.2776382254433646,1.247554570935138,4.968032786885246,True,True,,False
J1:ALA906:hydrophobic AND J1:ARG1007:hydrophobic AND J1:LEU881 AND J1:LEU959 AND J1:VAL889:hydrophobic,5,J1:ALA906:hydrophobic|J1:ARG1007:hydrophobic|J1:LEU881|J1:LEU959|J1:VAL889:hydrophobic,beam_5,78,19,59,12,47,0.2435897435897435,0.1043956043956044,0.0449938195302843,5.413848971541279,7.515441405843818,6.66447684780944e-10,17.813306260715585,True,3.9378914985344954e-08,True,J1:ALA906:hydrophobic AND J1:ARG1007:hydrophobic AND J1:LEU881 AND J1:LEU959 AND J1:VAL889:hydrophobic,5,holdout,42,27,10,17,2,15,0.3703703703703703,0.1282051282051282,0.0449826989619377,8.233618233618232,14.178200692041523,8.63862500934842e-08,78,5.413848971541279,6.66447684780944e-10,3.9378914985344954e-08,J1:ALA906:hydrophobic AND J1:ARG1007:hydrophobic AND J1:LEU881 AND J1:LEU959 AND J1:VAL889:hydrophobic,5,73,14,6,53,59,0.1917808219178082,0.0489510489510489,0.1025089605734767,1.8708688571702268,2.132976071784646,0.0174391935446083,0.2222474848940732,-0.0067423200442437,0.228989804938317,0.3170181010481114,137763.5,8.089199159866152e-09,1,1,0,0,0,1.0,0.1666666666666666,0.0057142857142857,175.0,inf,0.0057142857142857,6.138864468864469,0.2749940518677135,1.2559300348774034,4.887903225806451,True,True,,False
J1:ALA906:hydrophobic AND J1:ARG1007:hydrophobic AND J1:LEU881 AND J1:LEU959 AND J1:VAL889,5,J1:ALA906:hydrophobic|J1:ARG1007:hydrophobic|J1:LEU881|J1:LEU959|J1:VAL889,beam_5,78,19,59,12,47,0.2435897435897435,0.1043956043956044,0.0449938195302843,5.413848971541279,7.515441405843818,6.66447684780944e-10,17.813306260715585,True,3.9378914985344954e-08,True,J1:ALA906:hydrophobic AND J1:ARG1007:hydrophobic AND J1:LEU881 AND J1:LEU959 AND J1:VAL889,5,holdout,42,27,10,17,2,15,0.3703703703703703,0.1282051282051282,0.0449826989619377,8.233618233618232,14.178200692041523,8.63862500934842e-08,78,5.413848971541279,6.66447684780944e-10,3.9378914985344954e-08,J1:ALA906:hydrophobic AND J1:ARG1007:hydrophobic AND J1:LEU881 AND J1:LEU959 AND J1:VAL889,5,73,14,6,53,59,0.1917808219178082,0.0489510489510489,0.1025089605734767,1.8708688571702268,2.132976071784646,0.0174391935446083,0.2222474848940732,-0.0067423200442437,0.228989804938317,0.3170181010481114,137763.5,8.089199159866152e-09,1,1,0,0,0,1.0,0.1666666666666666,0.0057142857142857,175.0,inf,0.0057142857142857,6.138864468864469,0.2749940518677135,1.2559300348774034,4.887903225806451,True,True,,False
J1:ALA906 AND J1:ARG1007:hydrophobic AND J1:LEU881 AND J1:LEU959 AND J1:VAL889,5,J1:ALA906|J1:ARG1007:hydrophobic|J1:LEU881|J1:LEU959|J1:VAL889,beam_5,78,19,59,12,47,0.2435897435897435,0.1043956043956044,0.0449938195302843,5.413848971541279,7.515441405843818,6.66447684780944e-10,17.813306260715585,True,3.9378914985344954e-08,True,J1:ALA906 AND J1:ARG1007:hydrophobic AND J1:LEU881 AND J1:LEU959 AND J1:VAL889,5,holdout,42,27,10,17,2,15,0.3703703703703703,0.1282051282051282,0.0449826989619377,8.233618233618232,14.178200692041523,8.63862500934842e-08,78,5.413848971541279,6.66447684780944e-10,3.9378914985344954e-08,J1:ALA906 AND J1:ARG1007:hydrophobic AND J1:LEU881 AND J1:LEU959 AND J1:VAL889,5,73,14,6,53,59,0.1917808219178082,0.0489510489510489,0.1025089605734767,1.8708688571702268,2.132976071784646,0.0174391935446083,0.2222474848940732,-0.0067423200442437,0.228989804938317,0.3170181010481114,137763.5,8.089199159866152e-09,1,1,0,0,0,1.0,0.1666666666666666,0.0057142857142857,175.0,inf,0.0057142857142857,6.138864468864469,0.2749940518677135,1.2559300348774034,4.887903225806451,True,True,,False
J1:ALA906 AND J1:ARG1007:hydrophobic AND J1:LEU881 AND J1:LEU959 AND J1:VAL889:hydrophobic,5,J1:ALA906|J1:ARG1007:hydrophobic|J1:LEU881|J1:LEU959|J1:VAL889:hydrophobic,beam_5,78,19,59,12,47,0.2435897435897435,0.1043956043956044,0.0449938195302843,5.413848971541279,7.515441405843818,6.66447684780944e-10,17.813306260715585,True,3.9378914985344954e-08,True,J1:ALA906 AND J1:ARG1007:hydrophobic AND J1:LEU881 AND J1:LEU959 AND J1:VAL889:hydrophobic,5,holdout,42,27,10,17,2,15,0.3703703703703703,0.1282051282051282,0.0449826989619377,8.233618233618232,14.178200692041523,8.63862500934842e-08,78,5.413848971541279,6.66447684780944e-10,3.9378914985344954e-08,J1:ALA906 AND J1:ARG1007:hydrophobic AND J1:LEU881 AND J1:LEU959 AND J1:VAL889:hydrophobic,5,73,14,6,53,59,0.1917808219178082,0.0489510489510489,0.1025089605734767,1.8708688571702268,2.132976071784646,0.0174391935446083,0.2222474848940732,-0.0067423200442437,0.228989804938317,0.3170181010481114,137763.5,8.089199159866152e-09,1,1,0,0,0,1.0,0.1666666666666666,0.0057142857142857,175.0,inf,0.0057142857142857,6.138864468864469,0.2749940518677135,1.2559300348774034,4.887903225806451,True,True,,False
J1:ALA906:hydrophobic AND J1:ARG1007 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889,5,J1:ALA906:hydrophobic|J1:ARG1007|J1:LEU881:hydrophobic|J1:LEU959:hydrogen_bond|J1:VAL889,beam_5,157,28,129,26,103,0.1783439490445859,0.1538461538461538,0.0449938195302843,3.96374326310632,5.262861169837914,1.3388068599529614e-10,20.80819594735419,True,9.478639350127856e-09,True,J1:ALA906:hydrophobic AND J1:ARG1007 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889,5,holdout,42,59,12,47,9,38,0.2033898305084746,0.1538461538461538,0.0449826989619377,4.5215123859191655,6.224371373307544,5.952557375811011e-06,157,3.96374326310632,1.3388068599529614e-10,9.478639350127856e-09,J1:ALA906:hydrophobic AND J1:ARG1007 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889,5,240,45,9,186,195,0.1875,0.1573426573426573,0.1025089605734767,1.8291083916083912,2.210979891477817,2.919036604461285e-05,0.1738777165482347,-0.0171864584841252,0.1910641750323599,0.0,382505.0,7.626384360992082e-11,5,1,4,4,0,0.2,0.1666666666666666,0.0057142857142857,35.0,52.0,0.0283000984142171,4.116096866096866,0.3341941602559019,1.3884441581810003,2.964539007092198,True,True,,False
J1:ALA906 AND J1:ARG1007 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889,5,J1:ALA906|J1:ARG1007|J1:LEU881:hydrophobic|J1:LEU959:hydrogen_bond|J1:VAL889,beam_5,157,28,129,26,103,0.1783439490445859,0.1538461538461538,0.0449938195302843,3.96374326310632,5.262861169837914,1.3388068599529614e-10,20.80819594735419,True,9.478639350127856e-09,True,J1:ALA906 AND J1:ARG1007 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889,5,holdout,42,59,12,47,9,38,0.2033898305084746,0.1538461538461538,0.0449826989619377,4.5215123859191655,6.224371373307544,5.952557375811011e-06,157,3.96374326310632,1.3388068599529614e-10,9.478639350127856e-09,J1:ALA906 AND J1:ARG1007 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889,5,240,45,9,186,195,0.1875,0.1573426573426573,0.1025089605734767,1.8291083916083912,2.210979891477817,2.919036604461285e-05,0.1738777165482347,-0.0171864584841252,0.1910641750323599,0.0,382505.0,7.626384360992082e-11,5,1,4,4,0,0.2,0.1666666666666666,0.0057142857142857,35.0,52.0,0.0283000984142171,4.116096866096866,0.3341941602559019,1.3884441581810003,2.964539007092198,True,True,,False
J1:ALA906 AND J1:ARG1007 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic,5,J1:ALA906|J1:ARG1007|J1:LEU881:hydrophobic|J1:LEU959:hydrogen_bond|J1:VAL889:hydrophobic,beam_5,157,28,129,26,103,0.1783439490445859,0.1538461538461538,0.0449938195302843,3.96374326310632,5.262861169837914,1.3388068599529614e-10,20.80819594735419,True,9.478639350127856e-09,True,J1:ALA906 AND J1:ARG1007 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic,5,holdout,42,59,12,47,9,38,0.2033898305084746,0.1538461538461538,0.0449826989619377,4.5215123859191655,6.224371373307544,5.952557375811011e-06,157,3.96374326310632,1.3388068599529614e-10,9.478639350127856e-09,J1:ALA906 AND J1:ARG1007 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic,5,240,45,9,186,195,0.1875,0.1573426573426573,0.1025089605734767,1.8291083916083912,2.210979891477817,2.919036604461285e-05,0.1738777165482347,-0.0171864584841252,0.1910641750323599,0.0,382505.0,7.626384360992082e-11,5,1,4,4,0,0.2,0.1666666666666666,0.0057142857142857,35.0,52.0,0.0283000984142171,4.116096866096866,0.3341941602559019,1.3884441581810003,2.964539007092198,True,True,,False
J1:ALA906:hydrophobic AND J1:ARG1007 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic,5,J1:ALA906:hydrophobic|J1:ARG1007|J1:LEU881:hydrophobic|J1:LEU959:hydrogen_bond|J1:VAL889:hydrophobic,beam_5,157,28,129,26,103,0.1783439490445859,0.1538461538461538,0.0449938195302843,3.96374326310632,5.262861169837914,1.3388068599529614e-10,20.80819594735419,True,9.478639350127856e-09,True,J1:ALA906:hydrophobic AND J1:ARG1007 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic,5,holdout,42,59,12,47,9,38,0.2033898305084746,0.1538461538461538,0.0449826989619377,4.5215123859191655,6.224371373307544,5.952557375811011e-06,157,3.96374326310632,1.3388068599529614e-10,9.478639350127856e-09,J1:ALA906:hydrophobic AND J1:ARG1007 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic,5,240,45,9,186,195,0.1875,0.1573426573426573,0.1025089605734767,1.8291083916083912,2.210979891477817,2.919036604461285e-05,0.1738777165482347,-0.0171864584841252,0.1910641750323599,0.0,382505.0,7.626384360992082e-11,5,1,4,4,0,0.2,0.1666666666666666,0.0057142857142857,35.0,52.0,0.0283000984142171,4.116096866096866,0.3341941602559019,1.3884441581810003,2.964539007092198,True,True,,False
J1:ALA906:hydrophobic AND J1:ARG1007:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889,4,J1:ALA906:hydrophobic|J1:ARG1007:hydrophobic|J1:LEU959:hydrogen_bond|J1:VAL889,beam_4,79,19,60,14,46,0.240506329113924,0.1043956043956044,0.0449938195302843,5.3453192377243015,7.388241308793456,8.434931471542236e-10,17.775408680688788,True,4.8285296601539566e-08,True,J1:ALA906:hydrophobic AND J1:ARG1007:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889,4,holdout,42,28,11,17,1,16,0.3928571428571428,0.141025641025641,0.0449826989619377,8.733516483516484,15.828797190517998,8.703263940260052e-09,79,5.3453192377243015,8.434931471542236e-10,4.8285296601539566e-08,J1:ALA906:hydrophobic AND J1:ARG1007:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889,4,75,14,5,56,61,0.1866666666666666,0.0489510489510489,0.1025089605734767,1.820979020979021,2.061354869816779,0.0205227471862072,0.2129013165803528,-0.0066528235382944,0.2195541401186473,0.309178348796558,138402.0,6.821189448890686e-08,2,1,1,1,0,0.5,0.1666666666666666,0.0057142857142857,87.5,208.6,0.0114013346043851,6.231847591660675,0.2891292601412876,1.2324547071226857,5.056451612903225,True,True,,False
J1:ALA906 AND J1:ARG1007:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889,4,J1:ALA906|J1:ARG1007:hydrophobic|J1:LEU959:hydrogen_bond|J1:VAL889,beam_4,79,19,60,14,46,0.240506329113924,0.1043956043956044,0.0449938195302843,5.3453192377243015,7.388241308793456,8.434931471542236e-10,17.775408680688788,True,4.8285296601539566e-08,True,J1:ALA906 AND J1:ARG1007:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889,4,holdout,42,28,11,17,1,16,0.3928571428571428,0.141025641025641,0.0449826989619377,8.733516483516484,15.828797190517998,8.703263940260052e-09,79,5.3453192377243015,8.434931471542236e-10,4.8285296601539566e-08,J1:ALA906 AND J1:ARG1007:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889,4,75,14,5,56,61,0.1866666666666666,0.0489510489510489,0.1025089605734767,1.820979020979021,2.061354869816779,0.0205227471862072,0.2129013165803528,-0.0066528235382944,0.2195541401186473,0.309178348796558,138402.0,6.821189448890686e-08,2,1,1,1,0,0.5,0.1666666666666666,0.0057142857142857,87.5,208.6,0.0114013346043851,6.231847591660675,0.2891292601412876,1.2324547071226857,5.056451612903225,True,True,,False
J1:ALA906:hydrophobic AND J1:ARG1007:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic,4,J1:ALA906:hydrophobic|J1:ARG1007:hydrophobic|J1:LEU959:hydrogen_bond|J1:VAL889:hydrophobic,beam_4,79,19,60,14,46,0.240506329113924,0.1043956043956044,0.0449938195302843,5.3453192377243015,7.388241308793456,8.434931471542236e-10,17.775408680688788,True,4.8285296601539566e-08,True,J1:ALA906:hydrophobic AND J1:ARG1007:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic,4,holdout,42,28,11,17,1,16,0.3928571428571428,0.141025641025641,0.0449826989619377,8.733516483516484,15.828797190517998,8.703263940260052e-09,79,5.3453192377243015,8.434931471542236e-10,4.8285296601539566e-08,J1:ALA906:hydrophobic AND J1:ARG1007:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic,4,75,14,5,56,61,0.1866666666666666,0.0489510489510489,0.1025089605734767,1.820979020979021,2.061354869816779,0.0205227471862072,0.2129013165803528,-0.0066528235382944,0.2195541401186473,0.309178348796558,138402.0,6.821189448890686e-08,2,1,1,1,0,0.5,0.1666666666666666,0.0057142857142857,87.5,208.6,0.0114013346043851,6.231847591660675,0.2891292601412876,1.2324547071226857,5.056451612903225,True,True,,False
J1:ALA906 AND J1:ARG1007:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic,4,J1:ALA906|J1:ARG1007:hydrophobic|J1:LEU959:hydrogen_bond|J1:VAL889:hydrophobic,beam_4,79,19,60,14,46,0.240506329113924,0.1043956043956044,0.0449938195302843,5.3453192377243015,7.388241308793456,8.434931471542236e-10,17.775408680688788,True,4.8285296601539566e-08,True,J1:ALA906 AND J1:ARG1007:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic,4,holdout,42,28,11,17,1,16,0.3928571428571428,0.141025641025641,0.0449826989619377,8.733516483516484,15.828797190517998,8.703263940260052e-09,79,5.3453192377243015,8.434931471542236e-10,4.8285296601539566e-08,J1:ALA906 AND J1:ARG1007:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic,4,75,14,5,56,61,0.1866666666666666,0.0489510489510489,0.1025089605734767,1.820979020979021,2.061354869816779,0.0205227471862072,0.2129013165803528,-0.0066528235382944,0.2195541401186473,0.309178348796558,138402.0,6.821189448890686e-08,2,1,1,1,0,0.5,0.1666666666666666,0.0057142857142857,87.5,208.6,0.0114013346043851,6.231847591660675,0.2891292601412876,1.2324547071226857,5.056451612903225,True,True,,False
J1:ALA906:hydrophobic AND J1:ARG1007 AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic,5,J1:ALA906:hydrophobic|J1:ARG1007|J1:LEU881|J1:LEU959:hydrogen_bond|J1:VAL889:hydrophobic,beam_5,162,28,134,31,103,0.1728395061728395,0.1538461538461538,0.0449938195302843,3.8414055080721745,5.059701492537314,2.8875120861131484e-10,20.635875344626044,True,1.8542091033510474e-08,True,J1:ALA906:hydrophobic AND J1:ARG1007 AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic,5,holdout,42,61,12,49,10,39,0.1967213114754098,0.1538461538461538,0.0449826989619377,4.373266078184111,5.962894248608534,8.610368239718975e-06,162,3.8414055080721745,2.8875120861131484e-10,1.8542091033510474e-08,J1:ALA906:hydrophobic AND J1:ARG1007 AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic,5,243,45,10,188,198,0.1851851851851851,0.1573426573426573,0.1025089605734767,1.8065268065268063,2.174651075066013,3.578832144031573e-05,0.1686167075381794,-0.0169095709048765,0.1855262784430559,0.0,386706.5,6.404375769741585e-11,7,1,6,6,0,0.1428571428571428,0.1666666666666666,0.0057142857142857,25.0,34.6,0.0394316547855705,3.98689203173508,0.3791958338534615,1.3543987284841663,2.9436619718309855,True,True,,False
J1:ALA906:hydrophobic AND J1:ARG1007 AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J1:VAL889,5,J1:ALA906:hydrophobic|J1:ARG1007|J1:LEU881|J1:LEU959:hydrogen_bond|J1:VAL889,beam_5,162,28,134,31,103,0.1728395061728395,0.1538461538461538,0.0449938195302843,3.8414055080721745,5.059701492537314,2.8875120861131484e-10,20.635875344626044,True,1.8542091033510474e-08,True,J1:ALA906:hydrophobic AND J1:ARG1007 AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J1:VAL889,5,holdout,42,61,12,49,10,39,0.1967213114754098,0.1538461538461538,0.0449826989619377,4.373266078184111,5.962894248608534,8.610368239718975e-06,162,3.8414055080721745,2.8875120861131484e-10,1.8542091033510474e-08,J1:ALA906:hydrophobic AND J1:ARG1007 AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J1:VAL889,5,243,45,10,188,198,0.1851851851851851,0.1573426573426573,0.1025089605734767,1.8065268065268063,2.174651075066013,3.578832144031573e-05,0.1686167075381794,-0.0169095709048765,0.1855262784430559,0.0,386706.5,6.404375769741585e-11,7,1,6,6,0,0.1428571428571428,0.1666666666666666,0.0057142857142857,25.0,34.6,0.0394316547855705,3.98689203173508,0.3791958338534615,1.3543987284841663,2.9436619718309855,True,True,,False
J1:ALA906 AND J1:ARG1007 AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic,5,J1:ALA906|J1:ARG1007|J1:LEU881|J1:LEU959:hydrogen_bond|J1:VAL889:hydrophobic,beam_5,162,28,134,31,103,0.1728395061728395,0.1538461538461538,0.0449938195302843,3.8414055080721745,5.059701492537314,2.8875120861131484e-10,20.635875344626044,True,1.8542091033510474e-08,True,J1:ALA906 AND J1:ARG1007 AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic,5,holdout,42,61,12,49,10,39,0.1967213114754098,0.1538461538461538,0.0449826989619377,4.373266078184111,5.962894248608534,8.610368239718975e-06,162,3.8414055080721745,2.8875120861131484e-10,1.8542091033510474e-08,J1:ALA906 AND J1:ARG1007 AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic,5,243,45,10,188,198,0.1851851851851851,0.1573426573426573,0.1025089605734767,1.8065268065268063,2.174651075066013,3.578832144031573e-05,0.1686167075381794,-0.0169095709048765,0.1855262784430559,0.0,386706.5,6.404375769741585e-11,7,1,6,6,0,0.1428571428571428,0.1666666666666666,0.0057142857142857,25.0,34.6,0.0394316547855705,3.98689203173508,0.3791958338534615,1.3543987284841663,2.9436619718309855,True,True,,False
J1:ALA906 AND J1:ARG1007 AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J1:VAL889,5,J1:ALA906|J1:ARG1007|J1:LEU881|J1:LEU959:hydrogen_bond|J1:VAL889,beam_5,162,28,134,31,103,0.1728395061728395,0.1538461538461538,0.0449938195302843,3.8414055080721745,5.059701492537314,2.8875120861131484e-10,20.635875344626044,True,1.8542091033510474e-08,True,J1:ALA906 AND J1:ARG1007 AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J1:VAL889,5,holdout,42,61,12,49,10,39,0.1967213114754098,0.1538461538461538,0.0449826989619377,4.373266078184111,5.962894248608534,8.610368239718975e-06,162,3.8414055080721745,2.8875120861131484e-10,1.8542091033510474e-08,J1:ALA906 AND J1:ARG1007 AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J1:VAL889,5,243,45,10,188,198,0.1851851851851851,0.1573426573426573,0.1025089605734767,1.8065268065268063,2.174651075066013,3.578832144031573e-05,0.1686167075381794,-0.0169095709048765,0.1855262784430559,0.0,386706.5,6.404375769741585e-11,7,1,6,6,0,0.1428571428571428,0.1666666666666666,0.0057142857142857,25.0,34.6,0.0394316547855705,3.98689203173508,0.3791958338534615,1.3543987284841663,2.9436619718309855,True,True,,False
J1:ALA906:hydrophobic AND J1:ARG1007:hydrophobic AND J1:LEU959 AND J1:VAL889,4,J1:ALA906:hydrophobic|J1:ARG1007:hydrophobic|J1:LEU959|J1:VAL889,beam_4,82,19,63,14,49,0.2317073170731707,0.1043956043956044,0.0449938195302843,5.149758777807559,7.030869607556724,1.6707674381098123e-09,17.660811789930097,True,8.941375943655037e-08,True,J1:ALA906:hydrophobic AND J1:ARG1007:hydrophobic AND J1:LEU959 AND J1:VAL889,4,holdout,42,29,11,18,2,16,0.3793103448275862,0.141025641025641,0.0449826989619377,8.43236074270557,14.940298507462687,1.3519872173806312e-08,82,5.149758777807559,1.6707674381098123e-09,8.941375943655037e-08,J1:ALA906:hydrophobic AND J1:ARG1007:hydrophobic AND J1:LEU959 AND J1:VAL889,4,79,14,6,59,65,0.1772151898734177,0.0489510489510489,0.1025089605734767,1.7287775515623616,1.9313348416289593,0.0363728594254086,0.2064151865662998,-0.0067877598309408,0.2132029463972407,0.309178348796558,145069.0,4.7103253588543234e-08,3,1,2,1,1,0.3333333333333333,0.1666666666666666,0.0057142857142857,58.33333333333333,104.2,0.0170612506276424,6.007276507276507,0.2972908668840146,1.2455278244751928,4.823076923076923,True,True,,False
J1:ALA906:hydrophobic AND J1:ARG1007:hydrophobic AND J1:LEU959 AND J1:VAL889:hydrophobic,4,J1:ALA906:hydrophobic|J1:ARG1007:hydrophobic|J1:LEU959|J1:VAL889:hydrophobic,beam_4,82,19,63,14,49,0.2317073170731707,0.1043956043956044,0.0449938195302843,5.149758777807559,7.030869607556724,1.6707674381098123e-09,17.660811789930097,True,8.941375943655037e-08,True,J1:ALA906:hydrophobic AND J1:ARG1007:hydrophobic AND J1:LEU959 AND J1:VAL889:hydrophobic,4,holdout,42,29,11,18,2,16,0.3793103448275862,0.141025641025641,0.0449826989619377,8.43236074270557,14.940298507462687,1.3519872173806312e-08,82,5.149758777807559,1.6707674381098123e-09,8.941375943655037e-08,J1:ALA906:hydrophobic AND J1:ARG1007:hydrophobic AND J1:LEU959 AND J1:VAL889:hydrophobic,4,79,14,6,59,65,0.1772151898734177,0.0489510489510489,0.1025089605734767,1.7287775515623616,1.9313348416289593,0.0363728594254086,0.2064151865662998,-0.0067877598309408,0.2132029463972407,0.309178348796558,145069.0,4.7103253588543234e-08,3,1,2,1,1,0.3333333333333333,0.1666666666666666,0.0057142857142857,58.33333333333333,104.2,0.0170612506276424,6.007276507276507,0.2972908668840146,1.2455278244751928,4.823076923076923,True,True,,False
