smiles	jak1_ic50_nM	jak2_ic50_nM	matched_assay_descriptions	n_matched_assay_descriptions	n_jak1_values_used	n_jak2_values_used	fold_selective_JAK1_over_JAK2	fold_selective_JAK2_over_JAK1
C#CCC1(n2cc(-c3c[nH]nc3C)c(CO)n2)CN(c2cc(F)c(C(=O)N[C@@H](C)C(F)(F)F)cc2F)C1	300	1000	In Vitro JAK Kinase Assay: The catalytic domains of human JAK1 (a.a. 837-1142), JAK2 (a.a. 828-1132) and JAK3 (a.a. 781-1124) with an N-terminal His tag were expressed using baculovirus in insect cells and purified. The catalytic activity of JAK1, JAK2 or JAK3 was assayed by measuring the phosphorylation of a biotinylated peptide. The phosphorylated peptide was detected by homogenous time resolved fluorescence (HTRF). IC50s of compounds were measured for each kinase in the 40 microL reactions that contain the enzyme, ATP and 500 nM peptide in 50 mM Tris (pH 7.8) buffer with 100 mM NaCl, 5 mM DTT, and 0.1 mg/mL (0.01%) BSA. For the 1 mM IC50measurements, ATP concentration in the reactions was 1 mM. Reactions were carried out at room temperature for 1 hour and then stopped with 20 μL 45 mM EDTA, 300 nM SA-APC, 6 nM Eu-Py20 in assay buffer (Perkin Elmer, Boston, Mass.). Binding to the Europium labeled antibody took place for 40 minutes and HTRF signal was measured on a Fusion plate reader (Perkin Elmer, Boston, Mass.).	1	1	1	3.33333	0.3
C#CCC1(n2cc(-c3c[nH]nc3CC)cn2)CN(c2cnc(C(=O)N[C@@H](C)C(F)(F)F)cn2)C1	650	1000	In Vitro JAK Kinase Assay: The catalytic domains of human JAK1 (a.a. 837-1142), JAK2 (a.a. 828-1132) and JAK3 (a.a. 781-1124) with an N-terminal His tag were expressed using baculovirus in insect cells and purified. The catalytic activity of JAK1, JAK2 or JAK3 was assayed by measuring the phosphorylation of a biotinylated peptide. The phosphorylated peptide was detected by homogenous time resolved fluorescence (HTRF). IC50s of compounds were measured for each kinase in the 40 microL reactions that contain the enzyme, ATP and 500 nM peptide in 50 mM Tris (pH 7.8) buffer with 100 mM NaCl, 5 mM DTT, and 0.1 mg/mL (0.01%) BSA. For the 1 mM IC50measurements, ATP concentration in the reactions was 1 mM. Reactions were carried out at room temperature for 1 hour and then stopped with 20 μL 45 mM EDTA, 300 nM SA-APC, 6 nM Eu-Py20 in assay buffer (Perkin Elmer, Boston, Mass.). Binding to the Europium labeled antibody took place for 40 minutes and HTRF signal was measured on a Fusion plate reader (Perkin Elmer, Boston, Mass.).	1	1	1	1.53846	0.65
C#CCC1(n2cc(-c3c[nH]nc3CO)cn2)CN(c2cc(F)c(C(=O)N[C@@H](C)C(F)(F)F)cc2F)C1	650	1000	In Vitro JAK Kinase Assay: The catalytic domains of human JAK1 (a.a. 837-1142), JAK2 (a.a. 828-1132) and JAK3 (a.a. 781-1124) with an N-terminal His tag were expressed using baculovirus in insect cells and purified. The catalytic activity of JAK1, JAK2 or JAK3 was assayed by measuring the phosphorylation of a biotinylated peptide. The phosphorylated peptide was detected by homogenous time resolved fluorescence (HTRF). IC50s of compounds were measured for each kinase in the 40 microL reactions that contain the enzyme, ATP and 500 nM peptide in 50 mM Tris (pH 7.8) buffer with 100 mM NaCl, 5 mM DTT, and 0.1 mg/mL (0.01%) BSA. For the 1 mM IC50measurements, ATP concentration in the reactions was 1 mM. Reactions were carried out at room temperature for 1 hour and then stopped with 20 μL 45 mM EDTA, 300 nM SA-APC, 6 nM Eu-Py20 in assay buffer (Perkin Elmer, Boston, Mass.). Binding to the Europium labeled antibody took place for 40 minutes and HTRF signal was measured on a Fusion plate reader (Perkin Elmer, Boston, Mass.).	1	1	1	1.53846	0.65
C#CCCOC(=O)N1CC[C@@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[C@H](C#N)C1	9	154	Biochemical HTRF Assay: The ability of compounds to inhibit the activity of JAK1, JAK2, JAK3, and Tyk2 was measured using a recombinant purified GST-tagged catalytic domain for each enzyme (Invitrogen JAK1 #M4290, JAK2 #M4290, JAK3 #M4290, Tyk2 #M4290) in an HTRF format biochemical assay. The reactions employed a common peptide substrate, LCB-EQEDEPEGDYFEWLW-NH2 (in-house). The basic assay protocol is as follows: First, 250 nL of diluted compounds in DMSO were dispensed into the wells of a dry 384-well Black plate (Greiner #781076) using a Labcyte Echo 555 acoustic dispenser. Subsequent reagent additions employed an Agilent Bravo. Next, 18 μL of 1.11× enzyme and 1.11× substrate in 1× assay buffer (Invitrogen kinase buffer # PV3189, 2 mM DTT, 0.05% BSA) were added to the wells and shaken and then preincubated for 30 minutes at ambient temperature to allow compound binding to equilibrate. After equilibration, 2 μL of 10×ATP in 1× assay buffer was added to initiate the kinase reaction and the plates were shaken and then incubated at ambient temperature for 120 minutes. At the end of the incubation, 20 μL of 2× stop buffer (streptavidin-Dylight 650 (Thermo #84547B/100 mL), Eu-tagged pY20 antibody (Perkin Elmer #AD0067), EDTA, HEPES, and Triton) was added to quench the reaction. Plates were shaken and centrifuged and then incubated 60 minutes at ambient temperature and then read on a Perkin Elmer Envision (λex=337 nm, λem=665 and 615 nm, TRF delay time=20 μs). HTRF signal=10,000*665 nm reading/615 nm reading.	1	1	1	17.1111	0.0584416
C#CCCOC(=O)N1CC[C@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[C@H](C#N)C1	209	1386	Biochemical HTRF Assay: The ability of compounds to inhibit the activity of JAK1, JAK2, JAK3, and Tyk2 was measured using a recombinant purified GST-tagged catalytic domain for each enzyme (Invitrogen JAK1 #M4290, JAK2 #M4290, JAK3 #M4290, Tyk2 #M4290) in an HTRF format biochemical assay. The reactions employed a common peptide substrate, LCB-EQEDEPEGDYFEWLW-NH2 (in-house). The basic assay protocol is as follows: First, 250 nL of diluted compounds in DMSO were dispensed into the wells of a dry 384-well Black plate (Greiner #781076) using a Labcyte Echo 555 acoustic dispenser. Subsequent reagent additions employed an Agilent Bravo. Next, 18 μL of 1.11× enzyme and 1.11× substrate in 1× assay buffer (Invitrogen kinase buffer # PV3189, 2 mM DTT, 0.05% BSA) were added to the wells and shaken and then preincubated for 30 minutes at ambient temperature to allow compound binding to equilibrate. After equilibration, 2 μL of 10×ATP in 1× assay buffer was added to initiate the kinase reaction and the plates were shaken and then incubated at ambient temperature for 120 minutes. At the end of the incubation, 20 μL of 2× stop buffer (streptavidin-Dylight 650 (Thermo #84547B/100 mL), Eu-tagged pY20 antibody (Perkin Elmer #AD0067), EDTA, HEPES, and Triton) was added to quench the reaction. Plates were shaken and centrifuged and then incubated 60 minutes at ambient temperature and then read on a Perkin Elmer Envision (λex=337 nm, λem=665 and 615 nm, TRF delay time=20 μs). HTRF signal=10,000*665 nm reading/615 nm reading.	1	1	1	6.63158	0.150794
C#CCN(c1ccc(C#N)cn1)[C@@H]1CCN(c2ncnc3[nH]ccc23)C1	0.055	0.055	Enzymatic Assay: JAK1/2/3 kinase assay are performed in vitro using Kit-Tyr 6 Peptide (Invitrogen, Cat. No. PV4122). TYK2 kinase assay are performed in vitro using Z'-LYTE™ Kinase Assay Kit-Tyr 3 Peptide (Invitrogen, Cat. No. PV3192). Recombinant human JAK1/2/3 or TYK2 catalytic domains are from Invitrogen (Cat No. PV4774/PV4210/PV3855/PV4790); All reactions (20 μL) are started by adding 2.5 μL of the testing compound in 4% DMSO solution, 5 μL of Kinase/Peptide substrate Mixture (3.2, 0.04, 0.2 or 8 μg/mL for Recombinant human JAK1/2/3 catalytic domains, 4 μM for Z-LYTE™ Tyr 6 peptide or Z-LYTE™ Tyr 3 peptide) or Phospho-Peptide solution (Invitrogen, Cat. No. PV3192, diluted with 1.33× Kinase Buffer), 2.5 μL ATP Solution (300/100/40/100M, JAK1/JAK2/JAK3/TYK2) or 1.33× Kinase Buffer (Invitrogen, Cat. No. PV3189, 5× diluted with distilled water). The 384-well assay plate (Corning, Cat. No. 3575) is mixed and incubated at room temperature for 1 hour. 5 μL of the Development Solution (Dilute Development Reagent A (Cat. No. PV3297) is diluted to 1/64 with Development Buffer (Cat. No. PV3127) for JAK1, JAK2 and JAK3 assay; Development Reagent A (Cat. No. PV3297) is diluted to 1/2048 with Development Buffer (Cat. No. PV3127) for TYK2 assay. The diluted Development Solution is then added to each well, mixed and incubated at room temperature for another 1 hour. The kinase reaction is then stopped by adding 5 μL of the Stop Reagent (Invitrogen, Cat. No. PV3094), and the plate is read with Wallac 1420 VICTOR3 Multilabel Counter (PerkinElmer™) at 445 nm and 520 nm fluorescence. All compounds are initially tested at 8 different concentrations (1 μM down to 0.0003 μM) using a 1:3 serial dilution scheme. ||| Enzymatic Assay: JAK1/2/3 kinase assay are performed in vitro using Kit-Tyr 6 Peptide (Invitrogen, Cat. No. PV4122). TYK2 kinase assay are performed in vitro using Z′-LYTE Kinase Assay Kit-Tyr 3 Peptide (Invitrogen, Cat. No. PV3192). Recombinant human JAK1/2/3 or TYK2 catalytic domains are from Invitrogen (Cat No. PV4774/PV4210/PV3855/PV4790); All reactions (20 μL) are started by adding 2.5 μL of the testing compound in 4% DMSO solution, 5 μL of Kinase/Peptide substrate Mixture (3.2, 0.04, 0.2 or 8 μg/mL for Recombinant human JAK1/2/3 catalytic domains, 4 μM for Z-LYTE Tyr 6 peptide or Z-LYTE Tyr 3 peptide) or Phospho-Peptide solution (Invitrogen, Cat. No. PV3192, diluted with 1.33× Kinase Buffer), 2.5 μL ATP Solution (300/100/40/100 μM, JAK1/JAK2/JAK3/TYK2) or 1.33× Kinase Buffer (Invitrogen, Cat. No. PV3189, 5× diluted with distilled water). The 384-well assay plate (Corning, Cat. No. 3575) is mixed and incubated at room temperature for 1 hour. 5 μL of the Development Solution (Dilute Development Reagent A (Cat. No. PV3297) is diluted to 1/64 with Development Buffer (Cat. No. PV3127) for JAK1, JAK2 and JAK3 assay; Development Reagent A (Cat. No. PV3297) is diluted to 1/2048 with Development Buffer (Cat. No. PV3127) for TYK2 assay. The diluted Development Solution is then added to each well, mixed and incubated at room temperature for another 1 hour. The kinase reaction is then stopped by adding 5 μL of the Stop Reagent (Invitrogen, Cat. No. PV3094), and the plate is read with Wallac 1420 VICTOR3 Multilabel Counter (PerkinElmer) at 445 nm and 520 nm fluorescence. All compounds are initially tested at 8 different concentrations (1 μM down to 0.0003 μM) using a 1:3 serial dilution scheme.	2	3	3	1	1
C#CCNC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1	8.5	44	Enzyme Assay: JAK1, JAK2, JAK3 and Tyk2 were purchased from Carna Biosciences, Inc. As the substrate, LANCE Ultra ULight-JAK1 Peptide (manufactured by PerkinElmer Co., Ltd. (PE)) was used. Dilute solutions of compounds and enzymes in assay buffer (50 mM HEPES pH7.5, 1 mM EGTA, 1 mM MgCl2, 2 mM DTT, 0.01% Tween20) were dispensed into wells of a 384-well black plate. After 5 minutes of preincubation, dilute solutions of the substrate and ATP (adenosine triphosphate) were added at a final concentration of 100 μM, and the plate was incubated at room temperature for 2 hours. After addition of a termination reagent containing EDTA (ethylenediamine tetraacetic acid) at a final concentration of 10 mM, LANCE Eu-W1024 Anti-phosphotyrosine (PT66) (manufactured by PE) was added, and after 1 hour of incubation, the fluorescences were measured with ARVO-HTS. ||| Enzyme Assay: JAK1, JAK2, JAK3 and Tyk2 were purchased from Carna Biosciences, Inc. As the substrate, LANCE Ultra ULight-JAK1 Peptide (manufactured by PerkinElmer Co., Ltd. (PE)) was used. Dilute solutions of compounds and enzymes in assay buffer (50 mM HEPES pH7.5, 1 mM EGTA, 1 mM MgCl2, 2 mM DTT, 0.01% Tween20) were dispensed into wells of a 384-well black plate. After 5 minutes of preincubation, dilute solutions of the substrate and ATP (adenosine triphosphate) were added at a final concentration of 100 μM, and the plate was incubated at room temperature for 2 hours. After addition of a termination reagent containing EDTA (ethylenediamine tetraacetic acid) at a final concentration of 10 mM, LANCE Eu-W1024 Anti-phosphotyrosine (PT66) (manufactured by PE) was added, and after 1 hour of incubation, the fluorescences were measured with ARVO-HTS. From the plot of logarithm of a compound concentration and inhibitory activity, the IC50 was calculated.	2	2	2	5.17647	0.193182
C#Cc1ccc(C(=O)c2ccc(-c3nc4cnc5[nH]ccc5c4n3[C@H]3CC[C@H](CC#N)CC3)cc2)cc1	2	30.7	Enzymatic Inhibition Assay: 11-point dosing series were made for each compound by serially diluting 1:3 or 1:4 in DMSO, with point 12 being a DMSO control. From the serial dilution plates, sample was transferred to a 384 wells assay plate (#781280, Greiner, Monroe, N.C.) using Labcyte Echo (Sunnyvale, Calif.), or Biosero ATS (San Diego, Calif.). The compounds were tested in duplicate. Column 12 was used for positive controls, and column 24 contained negative controls with no enzyme added. A compound from our internal collection, with inhibitory activity for JAK isoforms, was used as a reference compound. The final concentration of DMSO was ≤0.25% in a 20 μL reaction. Assay conditions for each of the proteins are summarized in Table 3. The enzyme reaction was initiated by the addition of 10 μL of 2× enzyme and ATP mixture to 10 μL of 2× substrate solution prepared in reaction buffer (50 mM MOPS pH 7.5, 10 mM MgCl2, 1 mM EDTA, 2 mM DTT, 0.002% Tween-20). The Tyk2 enzyme was pre-incubated with 2 mM ATP for 30 min prior to the reaction initiation. Immediately after the addition of the enzyme to the reaction mixture, the plate was centrifuged at 1000 rpm for 1 minute and incubated at 25° C. for 45 minutes for JAK 3 and 90 minutes for JAK1, JAK2 and Tyk2. The reaction was quenched by the addition of 20 μL of 0.5% TFA containing 0.15 μM of internal standard peptide using Multidrop Combi reagent dispenser (Thermo Scientific, Waltham, Mass.). Several wells in column 24 were typically used for the product standard curve. After the quench, the assay plate was centrifuged at 3000 rpm for 3 minutes and sealed with pierceable aluminum foil (Cat #06644-001, Agilent) using a PlateLoc (Agilent Technologies, Santa Clara, Calif.). The plates then were transferred on to the RapidFire for the MS analysis. Compound inhibition was assessed by a decrease of the phosphorylated product levels in sample wells compared to the non-inhibited enzyme reaction. The assay conditions for the above assays are shown in Table 3 and the results of Ex. 1-209 as tested in these assays are shown in Table 4.TABLE 3Assay conditions for JAK family enzyme assays* [p], [ATP], [Substrate], [IS],Enzyme nM μM μM nMJAK1-JH1JH2 8.0 12.5 200 100JAK2-JH1JH2 7.0 or 3.6 30 40 100JAK3-JH1JH2 2.0 150 40 100Tyk2-JH1JH2   25 or 14.7 50 200 100*Reaction buffer: 50 mM MOPS, pH 7.5 10 mM MgCl2, 1 mM EDTA, 2 mM DTT, 0.002% Tween-20; IS stands for internal standard peptide; p stands for phospho-peptide (product); Substrate stands for peptide.	1	1	1	15.35	0.0651466
C#Cc1ccc(C(=O)c2ccc(CCc3nc4cnc5[nH]ccc5c4n3[C@H]3CC[C@H](CC#N)CC3)cc2)cc1	1.5	80.9	Enzymatic Inhibition Assay: 11-point dosing series were made for each compound by serially diluting 1:3 or 1:4 in DMSO, with point 12 being a DMSO control. From the serial dilution plates, sample was transferred to a 384 wells assay plate (#781280, Greiner, Monroe, N.C.) using Labcyte Echo (Sunnyvale, Calif.), or Biosero ATS (San Diego, Calif.). The compounds were tested in duplicate. Column 12 was used for positive controls, and column 24 contained negative controls with no enzyme added. A compound from our internal collection, with inhibitory activity for JAK isoforms, was used as a reference compound. The final concentration of DMSO was ≤0.25% in a 20 μL reaction. Assay conditions for each of the proteins are summarized in Table 3. The enzyme reaction was initiated by the addition of 10 μL of 2× enzyme and ATP mixture to 10 μL of 2× substrate solution prepared in reaction buffer (50 mM MOPS pH 7.5, 10 mM MgCl2, 1 mM EDTA, 2 mM DTT, 0.002% Tween-20). The Tyk2 enzyme was pre-incubated with 2 mM ATP for 30 min prior to the reaction initiation. Immediately after the addition of the enzyme to the reaction mixture, the plate was centrifuged at 1000 rpm for 1 minute and incubated at 25° C. for 45 minutes for JAK 3 and 90 minutes for JAK1, JAK2 and Tyk2. The reaction was quenched by the addition of 20 μL of 0.5% TFA containing 0.15 μM of internal standard peptide using Multidrop Combi reagent dispenser (Thermo Scientific, Waltham, Mass.). Several wells in column 24 were typically used for the product standard curve. After the quench, the assay plate was centrifuged at 3000 rpm for 3 minutes and sealed with pierceable aluminum foil (Cat #06644-001, Agilent) using a PlateLoc (Agilent Technologies, Santa Clara, Calif.). The plates then were transferred on to the RapidFire for the MS analysis. Compound inhibition was assessed by a decrease of the phosphorylated product levels in sample wells compared to the non-inhibited enzyme reaction. The assay conditions for the above assays are shown in Table 3 and the results of Ex. 1-209 as tested in these assays are shown in Table 4.TABLE 3Assay conditions for JAK family enzyme assays* [p], [ATP], [Substrate], [IS],Enzyme nM μM μM nMJAK1-JH1JH2 8.0 12.5 200 100JAK2-JH1JH2 7.0 or 3.6 30 40 100JAK3-JH1JH2 2.0 150 40 100Tyk2-JH1JH2   25 or 14.7 50 200 100*Reaction buffer: 50 mM MOPS, pH 7.5 10 mM MgCl2, 1 mM EDTA, 2 mM DTT, 0.002% Tween-20; IS stands for internal standard peptide; p stands for phospho-peptide (product); Substrate stands for peptide.	1	1	1	53.9333	0.0185414
C#Cc1ccc(C(=O)c2ccc(COCc3nc4cnc5[nH]ccc5c4n3[C@H]3CC[C@H](CC#N)CC3)cc2)cc1	0.7	19.4	Enzymatic Inhibition Assay: 11-point dosing series were made for each compound by serially diluting 1:3 or 1:4 in DMSO, with point 12 being a DMSO control. From the serial dilution plates, sample was transferred to a 384 wells assay plate (#781280, Greiner, Monroe, N.C.) using Labcyte Echo (Sunnyvale, Calif.), or Biosero ATS (San Diego, Calif.). The compounds were tested in duplicate. Column 12 was used for positive controls, and column 24 contained negative controls with no enzyme added. A compound from our internal collection, with inhibitory activity for JAK isoforms, was used as a reference compound. The final concentration of DMSO was ≤0.25% in a 20 μL reaction. Assay conditions for each of the proteins are summarized in Table 3. The enzyme reaction was initiated by the addition of 10 μL of 2× enzyme and ATP mixture to 10 μL of 2× substrate solution prepared in reaction buffer (50 mM MOPS pH 7.5, 10 mM MgCl2, 1 mM EDTA, 2 mM DTT, 0.002% Tween-20). The Tyk2 enzyme was pre-incubated with 2 mM ATP for 30 min prior to the reaction initiation. Immediately after the addition of the enzyme to the reaction mixture, the plate was centrifuged at 1000 rpm for 1 minute and incubated at 25° C. for 45 minutes for JAK 3 and 90 minutes for JAK1, JAK2 and Tyk2. The reaction was quenched by the addition of 20 μL of 0.5% TFA containing 0.15 μM of internal standard peptide using Multidrop Combi reagent dispenser (Thermo Scientific, Waltham, Mass.). Several wells in column 24 were typically used for the product standard curve. After the quench, the assay plate was centrifuged at 3000 rpm for 3 minutes and sealed with pierceable aluminum foil (Cat #06644-001, Agilent) using a PlateLoc (Agilent Technologies, Santa Clara, Calif.). The plates then were transferred on to the RapidFire for the MS analysis. Compound inhibition was assessed by a decrease of the phosphorylated product levels in sample wells compared to the non-inhibited enzyme reaction. The assay conditions for the above assays are shown in Table 3 and the results of Ex. 1-209 as tested in these assays are shown in Table 4.TABLE 3Assay conditions for JAK family enzyme assays* [p], [ATP], [Substrate], [IS],Enzyme nM μM μM nMJAK1-JH1JH2 8.0 12.5 200 100JAK2-JH1JH2 7.0 or 3.6 30 40 100JAK3-JH1JH2 2.0 150 40 100Tyk2-JH1JH2   25 or 14.7 50 200 100*Reaction buffer: 50 mM MOPS, pH 7.5 10 mM MgCl2, 1 mM EDTA, 2 mM DTT, 0.002% Tween-20; IS stands for internal standard peptide; p stands for phospho-peptide (product); Substrate stands for peptide.	1	1	1	27.7143	0.0360825
C#Cc1ccc(C(=O)c2ccc(OCc3nc4cnc5[nH]ccc5c4n3[C@H]3CC[C@H](CC#N)CC3)cc2)cc1	0.8	15.7	Enzymatic Inhibition Assay: 11-point dosing series were made for each compound by serially diluting 1:3 or 1:4 in DMSO, with point 12 being a DMSO control. From the serial dilution plates, sample was transferred to a 384 wells assay plate (#781280, Greiner, Monroe, N.C.) using Labcyte Echo (Sunnyvale, Calif.), or Biosero ATS (San Diego, Calif.). The compounds were tested in duplicate. Column 12 was used for positive controls, and column 24 contained negative controls with no enzyme added. A compound from our internal collection, with inhibitory activity for JAK isoforms, was used as a reference compound. The final concentration of DMSO was ≤0.25% in a 20 μL reaction. Assay conditions for each of the proteins are summarized in Table 3. The enzyme reaction was initiated by the addition of 10 μL of 2× enzyme and ATP mixture to 10 μL of 2× substrate solution prepared in reaction buffer (50 mM MOPS pH 7.5, 10 mM MgCl2, 1 mM EDTA, 2 mM DTT, 0.002% Tween-20). The Tyk2 enzyme was pre-incubated with 2 mM ATP for 30 min prior to the reaction initiation. Immediately after the addition of the enzyme to the reaction mixture, the plate was centrifuged at 1000 rpm for 1 minute and incubated at 25° C. for 45 minutes for JAK 3 and 90 minutes for JAK1, JAK2 and Tyk2. The reaction was quenched by the addition of 20 μL of 0.5% TFA containing 0.15 μM of internal standard peptide using Multidrop Combi reagent dispenser (Thermo Scientific, Waltham, Mass.). Several wells in column 24 were typically used for the product standard curve. After the quench, the assay plate was centrifuged at 3000 rpm for 3 minutes and sealed with pierceable aluminum foil (Cat #06644-001, Agilent) using a PlateLoc (Agilent Technologies, Santa Clara, Calif.). The plates then were transferred on to the RapidFire for the MS analysis. Compound inhibition was assessed by a decrease of the phosphorylated product levels in sample wells compared to the non-inhibited enzyme reaction. The assay conditions for the above assays are shown in Table 3 and the results of Ex. 1-209 as tested in these assays are shown in Table 4.TABLE 3Assay conditions for JAK family enzyme assays* [p], [ATP], [Substrate], [IS],Enzyme nM μM μM nMJAK1-JH1JH2 8.0 12.5 200 100JAK2-JH1JH2 7.0 or 3.6 30 40 100JAK3-JH1JH2 2.0 150 40 100Tyk2-JH1JH2   25 or 14.7 50 200 100*Reaction buffer: 50 mM MOPS, pH 7.5 10 mM MgCl2, 1 mM EDTA, 2 mM DTT, 0.002% Tween-20; IS stands for internal standard peptide; p stands for phospho-peptide (product); Substrate stands for peptide.	1	1	1	19.625	0.0509554
C(=C/c1ccco1)\CN1CCC(c2nnn3cnc4[nH]ccc4c23)CC1	26	250	Enzyme Assay: JAK1, JAK2, JAK3 and Tyk2 were purchased from Carna Biosciences, Inc. As the substrate, LANCE Ultra ULight-JAK1 Peptide (manufactured by PerkinElmer Co., Ltd. (PE)) was used. Dilute solutions of compounds and enzymes in assay buffer (50 mM HEPES pH7.5, 1 mM EGTA, 1 mM MgCl2, 2 mM DTT, 0.01% Tween20) were dispensed into wells of a 384-well black plate. After 5 minutes of preincubation, dilute solutions of the substrate and ATP (adenosine triphosphate) were added at a final concentration of 100 μM, and the plate was incubated at room temperature for 2 hours. After addition of a termination reagent containing EDTA (ethylenediamine tetraacetic acid) at a final concentration of 10 mM, LANCE Eu-W1024 Anti-phosphotyrosine (PT66) (manufactured by PE) was added, and after 1 hour of incubation, the fluorescences were measured with ARVO-HTS. ||| Enzyme Assay: JAK1, JAK2, JAK3 and Tyk2 were purchased from Carna Biosciences, Inc. As the substrate, LANCE Ultra ULight-JAK1 Peptide (manufactured by PerkinElmer Co., Ltd. (PE)) was used. Dilute solutions of compounds and enzymes in assay buffer (50 mM HEPES pH7.5, 1 mM EGTA, 1 mM MgCl2, 2 mM DTT, 0.01% Tween20) were dispensed into wells of a 384-well black plate. After 5 minutes of preincubation, dilute solutions of the substrate and ATP (adenosine triphosphate) were added at a final concentration of 100 μM, and the plate was incubated at room temperature for 2 hours. After addition of a termination reagent containing EDTA (ethylenediamine tetraacetic acid) at a final concentration of 10 mM, LANCE Eu-W1024 Anti-phosphotyrosine (PT66) (manufactured by PE) was added, and after 1 hour of incubation, the fluorescences were measured with ARVO-HTS. From the plot of logarithm of a compound concentration and inhibitory activity, the IC50 was calculated.	2	2	2	9.61538	0.104
C/C(Nc1cccc(-c2cnc3ccccc3n2)c1)=C1/CCOC1=O	10000	10000	In Vitro Kinase Enzyme Assay: In vitro kinase enzyme assay using Jak3, Jak2, Jak1, and Tyk2.	1	1	1	1	1
C/C=C/C(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)CC1	2	64	HTRF Biochemical Assay: The reactions employed a common peptide substrate, LCB-EQEDEPEGDYFEWLW-NH2 (in-house). The basic assay protocol is as follows: First, 250 nL of diluted compounds in DMSO were dispensed into the wells of a dry 384-well Black plate (Greiner #781076) using a Labcyte Echo 555 acoustic dispenser. Subsequent reagent additions employed an Agilent Bravo. Next, 18 uL of 1.11x enzyme and 1.11x substrate in 1x assay buffer (Invitrogen kinase buffer # PV3189, 2 mM DTT, 0.05% BSA) were added to the wells and shaken and then preincubated for 30 minutes at room temperature to allow compound binding to equilibrate. After equilibration, 2 uL of 10xATP in 1x assay buffer was added to initiate the kinase reaction and the plates were shaken and then incubated at room temperature for 120 minutes. At the end of the incubation, 20 uL of 2x stop buffer (streptavidin-Dylight 650 (Thermo #84547B/100 mL), Eu-tagged pY20 antibody (Perkin Elmer #AD0067), EDTA, HEPES, and Triton) was added to quench the reaction.	1	1	1	32	0.03125
C=C(CO)n1cc(-c2cc3ncccc3c(-c3ccn(C4(CC#N)CN(S(C)(=O)=O)C4)n3)n2)cn1	1632	1273	JAK Caliper Enzyme Assay at 1mM ATP: Compounds were added to a 384-well plate. Reaction mixtures contained 10 mM HEPES, pH 7.4, 10 mM MgCl2, 0.01% BSA, 0.0005% Tween 20, 1 mM ATP and 1 μM peptide substrate. The JAK1 and TYK2 assays contained 1 μM of the IRStide peptide (5FAM-KKSRGDYMTMQID) and the JAK2 and JAK3 assays contained 1 μM of the JAKtide peptide (FITC-KGGEEEEYFELVKK). The assays were initiated by the addition of 20 nM JAK1, 1 nM JAK2, 1 nM JAK or 1 nM TYK2 enzyme and were incubated at room temperature for three hours for JAK1, 60 minutes for JAK2, 75 minutes for JAK3 or 135 minutes for TYK2. Enzyme concentrations and incubation times were optimized for each new enzyme preps and were modified slightly over time to ensure 20% to 30% phosphorylation. The assays were stopped with 15 μL of 180 mM HEPES, pH 7.4, 20 mM EDTA, and 0.2% Coating Reagent 3. The assay plates were placed on a Caliper Life Science LC3000 instrument, and each well was sampled using appropriate separation conditions to measure the unphosphorylated and phosphorylated peptide.	1	1	1	0.780025	1.28201
C=C1CCC(c2nnn3cnc4[nH]ccc4c23)CC1	8.1	27	Enzyme Assay: JAK1, JAK2, JAK3 and Tyk2 were purchased from Carna Biosciences, Inc. As the substrate, LANCE Ultra ULight-JAK1 Peptide (manufactured by PerkinElmer Co., Ltd. (PE)) was used. Dilute solutions of compounds and enzymes in assay buffer (50 mM HEPES pH7.5, 1 mM EGTA, 1 mM MgCl2, 2 mM DTT, 0.01% Tween20) were dispensed into wells of a 384-well black plate. After 5 minutes of preincubation, dilute solutions of the substrate and ATP (adenosine triphosphate) were added at a final concentration of 100 μM, and the plate was incubated at room temperature for 2 hours. After addition of a termination reagent containing EDTA (ethylenediamine tetraacetic acid) at a final concentration of 10 mM, LANCE Eu-W1024 Anti-phosphotyrosine (PT66) (manufactured by PE) was added, and after 1 hour of incubation, the fluorescences were measured with ARVO-HTS. ||| Enzyme Assay: JAK1, JAK2, JAK3 and Tyk2 were purchased from Carna Biosciences, Inc. As the substrate, LANCE Ultra ULight-JAK1 Peptide (manufactured by PerkinElmer Co., Ltd. (PE)) was used. Dilute solutions of compounds and enzymes in assay buffer (50 mM HEPES pH7.5, 1 mM EGTA, 1 mM MgCl2, 2 mM DTT, 0.01% Tween20) were dispensed into wells of a 384-well black plate. After 5 minutes of preincubation, dilute solutions of the substrate and ATP (adenosine triphosphate) were added at a final concentration of 100 μM, and the plate was incubated at room temperature for 2 hours. After addition of a termination reagent containing EDTA (ethylenediamine tetraacetic acid) at a final concentration of 10 mM, LANCE Eu-W1024 Anti-phosphotyrosine (PT66) (manufactured by PE) was added, and after 1 hour of incubation, the fluorescences were measured with ARVO-HTS. From the plot of logarithm of a compound concentration and inhibitory activity, the IC50 was calculated.	2	2	2	3.33333	0.3
